cnn,st_name,st_type,cnntext,the_geom,data_as_of,data_loaded_at,Current Supervisor Districts,Analysis Neighborhoods,SF Find Neighborhoods,Current Police Districts
21988000,CONRAD,ST,21988000,POINT (-122.436134844 37.738367192),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,10,96,9
21266000,ELLSWORTH,ST,21266000,POINT (-122.41437216 37.742456707),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,2,83,9
22601000,BRIGHT,ST,22601000,POINT (-122.463541927 37.717930058),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,24,65,10
21069000,CORTLAND,AVE,21069000,POINT (-122.412656986 37.73931147),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,2,83,9
23436000,39TH,AVE,23436000,POINT (-122.496984891 37.740238317),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,39,10
22804000,YERBA BUENA,AVE,22804000,POINT (-122.458613725 37.732543204),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,70,9
24747000,GRANT,AVE,24747000,POINT (-122.405741879 37.791498102),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,8,104,6
23516000,47TH,AVE,23516000,POINT (-122.506086845 37.747319788),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,39,10
25642000,23RD,ST,25642000,POINT (-122.428165307 37.753256908),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,22,52,3
20931000,DUNSMUIR,ST,20931000,POINT (-122.413923049 37.729646838),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,25,91,2
22983000,UNNAMED 030,,22983000,POINT (-122.46628223 37.748118726),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,45,10
24077000,FOLSOM,ST,24077000,POINT (-122.414387601 37.755699465),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,20,53,3
54228000,EXECUTIVE PARK,BLVD,54228000,POINT (-122.394638252 37.711161314),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,79,2
27427000,JUDAH,ST,27427000,POINT (-122.484496172 37.761370036),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,39,10
25944000,BIRCH,ST,25944000,POINT (-122.42490392 37.778071867),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,11,9,22,4
21665000,CONGDON,ST,21665000,POINT (-122.426024705 37.729396982),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,7,94,9
20459000,JAMESTOWN,AVE,20459000,POINT (-122.395431474 37.719558105),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,88,2
21778000,CASTLE MANOR,AVE,21778000,POINT (-122.431561533 37.729689293),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,28,94,9
21291000,PRECITA,AVE,21291000,POINT (-122.414834064 37.747345353),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,2,83,9
27619000,CALIFORNIA,ST,27619000,POINT (-122.472051929 37.784476311),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,11,5,8
50586000,SATURN,ST,50586000,POINT (-122.440926564 37.762771227),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,5,113,7
24984000,CALIFORNIA,ST,24984000,POINT (-122.406718234 37.792352262),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,6,104,6
25727000,CHURCH,ST,25727000,POINT (-122.428819148 37.766130014),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,5,37,3
20737000,SILVER,AVE,20737000,POINT (-122.402201724 37.734481536),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,87,2
26827000,BAKER,ST,26827000,POINT (-122.443753266 37.78764721),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,30,103,8
27986000,44TH,AVE,27986000,POINT (-122.505089571 37.779159866),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,29,6,8
27466000,OVERLOOK,DR,27466000,POINT (-122.485411034 37.768355352),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,12,9,8
20879000,UNIVERSITY,ST,20879000,POINT (-122.412468269 37.722658456),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,19,91,2
22479000,WILSON,ST,22479000,POINT (-122.461139967 37.70908525),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,28,66,10
24319000,07TH,ST,24319000,POINT (-122.411933409 37.780005869),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,34,32,5
50962000,OLMSTEAD,ST,50962000,POINT (-122.408062495 37.721147951),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,25,91,2
24971000,BUSH,ST,24971000,POINT (-122.407500495 37.790321891),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,8,16,6
51067000,SANTA ROSA,AVE,51067000,POINT (-122.440509179 37.729111214),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,28,94,9
25977000,SANCHEZ,ST,25977000,POINT (-122.43119112 37.767595241),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,5,28,7
26849000,PRESIDIO,AVE,26849000,POINT (-122.446974166 37.78818646),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,31,10,8
25668000,HILL,ST,25668000,POINT (-122.430038006 37.755556147),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,22,52,3
23562000,20TH,ST,23562000,POINT (-122.387568783 37.760550222),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,26,55,2
21866000,ARLINGTON,ST,21866000,POINT (-122.42969864 37.73502742),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,10,59,9
22546000,CHESTER,AVE,22546000,POINT (-122.470463721 37.714277235),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,24,65,10
24916000,DERBY,ST,24916000,POINT (-122.409930543 37.787429331),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,36,50,6
20154000,REVERE,AVE,20154000,POINT (-122.386418476 37.729542712),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,86,2
20811000,MCKINNON,AVE,20811000,POINT (-122.401995828 37.743093709),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,85,2
22758000,DARIEN,WAY,22758000,POINT (-122.464411574 37.730925814),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,63,10
20410000,SAWYER,ST,20410000,POINT (-122.414369812 37.713246641),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,40,75,9
33587000,UNNAMED 035,,33587000,POINT (-122.46427655 37.750981379),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,14,45,10
22818000,MAYWOOD,DR,22818000,POINT (-122.461242338 37.735781715),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,117,10
27219000,ANZA,ST,27219000,POINT (-122.456871588 37.779591313),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,18,12,8
27739000,IRVING,ST,27739000,POINT (-122.49212742 37.762900598),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,39,10
23577000,MISSION ROCK,ST,23577000,POINT (-122.387287396 37.773069516),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,4,34,1
21389000,WINDING,WAY,21389000,POINT (-122.433033237 37.710270564),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,7,58,9
33219000,EGBERT,AVE,33219000,POINT (-122.38328391 37.717344028),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,79,2
32881000,MANDALAY,LN,32881000,POINT (-122.470987439 37.750739128),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,14,44,10
54125000,MISSION,ST,54125000,POINT (-122.403501281 37.785121854),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,8,32,1
34107000,GATEVIEW,AVE,34107000,POINT (-122.372031743 37.828354987),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,37,36,1
21437000,BRUNSWICK,ST,21437000,POINT (-122.438058716 37.712021369),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,7,58,9
23155000,ULLOA,ST,23155000,POINT (-122.472352823 37.7413318),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,46,10
22238000,STAPLES,AVE,22238000,POINT (-122.451131306 37.729062308),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,95,9
21449000,HANOVER,ST,21449000,POINT (-122.440597615 37.709945818),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,7,58,9
20803000,OAKDALE,AVE,20803000,POINT (-122.401555701 37.740961928),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,82,2
20325000,HOLYOKE,ST,20325000,POINT (-122.403506616 37.714357235),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,40,75,9
26384000,CENTRAL,AVE,26384000,POINT (-122.445155753 37.777886507),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,11,18,97,7
22231000,HEARST,AVE,22231000,POINT (-122.448860456 37.730690189),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,95,9
28150000,HAWKINS,LN,28150000,POINT (-122.384866104 37.734945226),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,86,2
25603000,GUERRERO,ST,25603000,POINT (-122.422878833 37.751971625),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,20,52,3
27210000,02ND,AVE,27210000,POINT (-122.459486118 37.774166934),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,12,5,8
21517000,ALEMANY,BLVD,21517000,POINT (-122.444563071 37.716079428),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,28,80,9
26953000,JACKSON,ST,26953000,POINT (-122.447501498 37.790823024),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,31,10,8
27999000,CLEMENT,ST,27999000,POINT (-122.505225857 37.781076644),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,29,6,8
26543000,CLAY,ST,26543000,POINT (-122.42598016 37.791756922),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,30,102,4
26372000,FULTON,ST,26372000,POINT (-122.444779891 37.776016592),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,11,18,97,7
25891000,BUCHANAN,ST,25891000,POINT (-122.427064052 37.772058875),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,11,9,27,4
50045000,LASKIE,ST,50045000,POINT (-122.41485633 37.777304935),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,34,32,5
23698000,WISCONSIN,ST,23698000,POINT (-122.398606096 37.753821827),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,26,54,2
22830000,GRANVILLE,WAY,22830000,POINT (-122.461064052 37.740293771),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,49,10
33630000,INDUSTRIAL ST ON,RAMP,33630000,POINT (-122.407114046 37.739059764),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,2,82,2
52167000,HWY 101 S ON,RAMP,52167000,POINT (-122.406720202 37.734965336),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,25,91,2
21943000,CHENERY,ST,21943000,POINT (-122.434714697 37.734617324),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,10,96,9
27705000,MORAGA,ST,27705000,POINT (-122.495897063 37.755251323),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,39,10
34142000,FOREST,RD,34142000,POINT (-122.366410262 37.810495868),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,37,35,1
27936000,MORAGA,ST,27936000,POINT (-122.506605452 37.7547837),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,39,10
26662000,VALLEJO,ST,26662000,POINT (-122.433469063 37.795435179),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,13,102,4
20748000,OAKDALE,AVE,20748000,POINT (-122.397809546 37.738846648),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,85,2
26451000,CLAYTON,ST,26451000,POINT (-122.449707827 37.775389942),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,11,18,12,7
27013000,JEFFERSON,ST,27013000,POINT (-122.445459231 37.804425701),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,13,17,4
26678000,VALLEJO,ST,26678000,POINT (-122.436760975 37.795016022),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,13,102,4
52026000,DICKINSON,ST,52026000,POINT (-122.407729556 37.736459354),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,25,83,9
51024000,KNOTT,CT,51024000,POINT (-122.441476253 37.70891166),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,7,58,9
22118000,PAULDING,ST,22118000,POINT (-122.441103134 37.727446844),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,28,94,9
27076000,LOCKSLEY,AVE,27076000,POINT (-122.4627919 37.759735784),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,14,109,7
22479000,RHINE,ST,22479000,POINT (-122.461139967 37.70908525),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,28,66,10
23755000,RHODE ISLAND,ST,23755000,POINT (-122.40195658 37.758402812),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,26,54,2
54161000,WAGNER,ALY,54161000,POINT (-122.413228516 37.783557926),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,36,20,5
23214000,24TH,AVE,23214000,POINT (-122.480246358 37.734427346),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,35,62,10
26913000,COLLINS,ST,26913000,POINT (-122.450391251 37.786083137),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,31,11,8
22303000,EL SERENO,CT,22303000,POINT (-122.446205603 37.739085899),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,72,9
50287000,JEFFERSON,ST,50287000,POINT (-122.421819234 37.807457013),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,32,99,6
23413000,34TH,AVE,23413000,POINT (-122.492155918 37.747935695),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,39,10
35021000,MEGAN,DR,35021000,POINT (-122.398566679 37.714297534),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,89,2
23099000,ARBALLO,DR,23099000,POINT (-122.483159761 37.718271089),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,16,42,10
26893000,GREEN,ST,26893000,POINT (-122.446727777 37.794706465),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,13,,4
25380000,GRANT,AVE,25380000,POINT (-122.408074707 37.803084804),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,23,18,6
20851000,CAMPBELL,AVE,20851000,POINT (-122.409121934 37.716056473),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,40,75,9
26381000,FULTON,ST,26381000,POINT (-122.447443019 37.775677968),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,11,18,12,7
27299000,ANZA,ST,27299000,POINT (-122.470567617 37.778800611),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,11,5,8
24034000,19TH,ST,24034000,POINT (-122.411926586 37.760369646),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,20,53,3
51252000,MACARTHUR,AVE,51252000,POINT (-122.455863362 37.796554652),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,27,3,
25902000,PAGE,ST,25902000,POINT (-122.430629085 37.773039299),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,11,9,26,4
27441000,MARTIN LUTHER KING JR,DR,27441000,POINT (-122.47736283 37.766062487),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,12,9,8
28195000,BRIDGEVIEW,DR,28195000,POINT (-122.396169545 37.734930845),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,87,2
26876000,VALLEJO,ST,26876000,POINT (-122.441712772 37.794385578),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,30,102,4
33376000,OLORAN,AVE,33376000,POINT (-122.440135033 37.729836879),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,28,94,9
20812000,LOOMIS,ST,20812000,POINT (-122.403243285 37.743794358),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,85,2
20359000,RAYMOND,AVE,20359000,POINT (-122.409193903 37.713798427),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,40,75,9
26732000,LAGUNA,ST,26732000,POINT (-122.430820881 37.79901327),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,13,15,4
26187000,19TH,ST,26187000,POINT (-122.444947652 37.759407336),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,5,115,3
53054000,MACALLA,CT,53054000,POINT (-122.370220676 37.811187448),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,37,35,1
22017000,27TH,ST,22017000,POINT (-122.433697658 37.746494237),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,22,84,9
26978000,SCOTT,ST,26978000,POINT (-122.441368274 37.8011257),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,13,17,4
21320000,ESMERALDA,AVE,21320000,POINT (-122.419492494 37.744060295),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,2,83,9
50767000,GEORGE,CT,50767000,POINT (-122.383105422 37.730969859),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,86,2
26713000,GOUGH,ST,26713000,POINT (-122.427645311 37.799997257),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,13,15,4
25718000,SANCHEZ,ST,25718000,POINT (-122.43042034 37.759557461),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,5,52,3
23681000,17TH,ST,23681000,POINT (-122.396770891 37.765130496),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,4,54,1
20861000,HOLYOKE,ST,20861000,POINT (-122.407541485 37.723940984),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,25,91,2
33048000,BLAIR,TER,33048000,POINT (-122.398368499 37.751342421),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,26,54,2
22155000,DETROIT,ST,22155000,POINT (-122.444298409 37.730708221),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,95,9
25157000,LEAVENWORTH,ST,25157000,POINT (-122.414995423 37.787453844),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,36,50,6
27135000,FUNSTON,AVE,27135000,POINT (-122.470009781 37.755432063),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,14,44,10
21233000,LEESE,ST,21233000,POINT (-122.423151874 37.735927989),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,2,61,9
53002000,GARNETT,TER,53002000,POINT (-122.382368504 37.733111041),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,86,2
33497000,DIAMOND HEIGHTS,BLVD,33497000,POINT (-122.440089785 37.746347992),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,22,57,3
22199000,HOWTH,ST,22199000,POINT (-122.452231712 37.71876032),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,24,81,10
51882000,INDIA,ST,51882000,POINT (-122.374893595 37.739275001),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,76,2
21141000,FLORIDA,ST,21141000,POINT (-122.409761759 37.749544315),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,20,53,3
24492000,02ND,ST,24492000,POINT (-122.394150515 37.783503509),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,8,30,1
21541000,MISSION,ST,21541000,POINT (-122.448376962 37.710372708),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,7,66,9
24673000,FRONT,ST,24673000,POINT (-122.398587834 37.79240822),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,8,108,6
25887000,HERMANN,ST,25887000,POINT (-122.42842618 37.77045176),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,9,28,7
25151000,OLIVE,ST,25151000,POINT (-122.417805819 37.784709804),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,36,20,5
26774000,MALLORCA,WAY,26774000,POINT (-122.437480314 37.801574802),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,13,17,4
27026000,PALACE,DR,27026000,POINT (-122.447819573 37.801633208),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,13,17,4
51196000,MORTON,ST,51196000,POINT (-122.452159524 37.795262076),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,27,3,
51007000,DRAKE,ST,51007000,POINT (-122.435000231 37.708311178),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,7,58,9
30062000,GRENARD,TER,30062000,POINT (-122.422893786 37.8006012),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,32,107,4
51365000,HITCHCOCK,ST,51365000,POINT (-122.473492629 37.798060119),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,27,3,
26224000,MARVIEW,WAY,26224000,POINT (-122.449567372 37.754139767),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,38,47,7
34106000,AVENUE E,,34106000,POINT (-122.373890404 37.827559431),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,37,36,1
51336000,LENDRUM,CT,51336000,POINT (-122.471124296 37.80464207),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,27,3,
20866000,DARTMOUTH,ST,20866000,POINT (-122.410000551 37.721973435),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,25,91,2
25443000,SCOTLAND,ST,25443000,POINT (-122.41230726 37.801009013),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,6,107,6
25892000,BELCHER,ST,25892000,POINT (-122.430247361 37.769392262),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,9,28,7
20757000,INDUSTRIAL,ST,20757000,POINT (-122.401957435 37.739301544),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,82,2
30744000,LARKIN,ST,30744000,POINT (-122.416401071 37.777722751),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,36,21,5
21835000,MISSION,ST,21835000,POINT (-122.423948784 37.738843285),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,2,61,9
50544000,CRESTWELL,WALK,50544000,POINT (-122.471677504 37.755882141),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,14,44,10
24113000,MISSION,ST,24113000,POINT (-122.418901028 37.757035402),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,20,53,3
27009000,RICHARDSON,AVE,27009000,POINT (-122.446180705 37.799665246),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,13,14,4
51430000,GIBSON,RD,51430000,POINT (-122.48431477 37.790070911),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,27,3,
34035000,03RD TI,ST,34035000,POINT (-122.364820337 37.822088143),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,37,36,1
23994000,22ND,ST,23994000,POINT (-122.412197892 37.755832511),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,20,53,3
33014000,SAN PABLO,AVE,33014000,POINT (-122.461075117 37.740068581),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,116,10
24363000,MINNA,ST,24363000,POINT (-122.416575669 37.773906252),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,34,32,1
33462000,19TH,AVE,33462000,POINT (-122.469322307 37.713812016),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,24,65,10
34099000,AVENUE B,,34099000,POINT (-122.376191279 37.825444475),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,37,36,1
21916000,CESAR CHAVEZ,ST,21916000,POINT (-122.427045475 37.747695853),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,22,52,3
25894000,FILLMORE,ST,25894000,POINT (-122.43007362 37.770243066),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,11,9,28,7
32852000,MUSIC CONCOURSE ACCESS,RD,32852000,POINT (-122.468098652 37.769245487),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,12,9,8
33054000,MARYLAND,ST,33054000,POINT (-122.383074136 37.754349706),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,26,56,2
24353000,HOWARD,ST,24353000,POINT (-122.41556139 37.773100588),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,20,32,1
50534000,MORAGA,ST,50534000,POINT (-122.462821855 37.756961739),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,14,111,7
24886000,MISSION,ST,24886000,POINT (-122.407164383 37.782190721),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,34,32,1
21790000,BADGER,ST,21790000,POINT (-122.433854274 37.730328184),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,28,94,9
26920000,CALIFORNIA,ST,26920000,POINT (-122.450118442 37.786837659),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,31,10,8
25735000,25TH,ST,25735000,POINT (-122.431716932 37.749829779),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,22,84,3
23279000,27TH,AVE,23279000,POINT (-122.484523765 37.746401493),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,40,10
33715000,BROTHERHOOD,WAY,33715000,POINT (-122.478810944 37.714458098),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,16,43,10
25644000,CLIPPER,ST,25644000,POINT (-122.429422762 37.749157853),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,22,84,3
24279000,RUSS,ST,24279000,POINT (-122.406724471 37.777628934),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,34,32,1
21944000,THOR,AVE,21944000,POINT (-122.434303541 37.734528942),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,10,96,9
27226000,02ND,AVE,27226000,POINT (-122.459860373 37.77928263),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,11,5,8
22523000,RANDOLPH,ST,22523000,POINT (-122.466198673 37.714280074),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,24,65,10
22448000,WOODSIDE,AVE,22448000,POINT (-122.454664097 37.746106168),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,38,49,7
23282000,TARAVAL,ST,23282000,POINT (-122.486407892 37.742578799),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,40,10
50359000,CADELL,PL,50359000,POINT (-122.408102654 37.801050725),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,23,106,6
23568000,TENNESSEE,ST,23568000,POINT (-122.389607731 37.761710649),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,26,55,2
